filename,width,height,class,xmin,ymin,xmax,ymax
12308.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",935,647,959,669
12308.png,1920,1080,"(Sonstiges, gelb)",887,661,934,721
12307.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",644,386,655,397
12307.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",454,382,466,393
12306.png,1280,720,Vorfahrt,685,358,695,370
12306.png,1280,720,"Mo-Fr, 16-18 h",830,304,848,316
12306.png,1280,720,werktags ...-...,831,338,851,350
12306.png,1280,720,"(Sonstiges, rot/blau)",830,262,848,282
12306.png,1280,720,"(Sonstiges, rot/blau)",829,283,848,304
12306.png,1280,720,"(Sonstiges, rot/blau)",830,317,850,338
12306.png,1280,720,"(Sonstiges, gelb)",687,390,695,402
12306.png,1280,720,"(Sonstiges, blau)",322,392,353,404
12305.png,1920,1080,Vorfahrt,1292,406,1394,506
12304.png,1280,720,"(Sonstiges, blau)",473,287,672,352
12303.png,1920,1080,"(Sonstiges, weiss)",1390,494,1462,585
12302.png,1920,1080,Vorfahrt,1423,424,1536,536
12301.png,1280,720,"(Sonstiges, weiss)",811,259,893,379
12300.png,1920,1080,"(Sonstiges, blau)",1060,428,1231,528
12299.png,1920,1080,"80 km/h, Beginn - Hoechstgeschwindigkeit",1053,562,1083,593
12298.png,1920,1080,"(Sonstiges, rot/blau)",1603,392,1670,457
12298.png,1920,1080,"(Sonstiges, blau)",1851,372,1920,458
12298.png,1920,1080,"(Sonstiges, weiss)",319,573,342,605
12298.png,1920,1080,"(Sonstiges, gelb)",876,588,906,611
12297.png,1280,720,"(Sonstiges, gelb)",860,193,1012,346
12297.png,1280,720,"(Sonstiges, gelb)",619,394,633,401
12296.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",675,458,716,498
12296.png,1920,1080,"(Sonstiges, blau)",565,604,619,660
12296.png,1920,1080,"(Sonstiges, blau)",1650,451,1695,498
12296.png,1920,1080,"(Sonstiges, rot/blau)",1638,403,1688,448
12296.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1625,335,1695,399
12296.png,1920,1080,"(Sonstiges, gelb)",558,317,666,348
12295.png,1920,1080,Vorfahrt,1105,422,1177,493
12294.png,1920,1080,"(Sonstiges, blau)",431,191,594,245
12294.png,1920,1080,"(Sonstiges, gelb)",433,234,594,283
12294.png,1920,1080,"(Sonstiges, blau)",221,580,295,651
12294.png,1920,1080,"(Sonstiges, blau)",40,528,163,568
12293.png,1920,1080,"(Sonstiges, blau)",1625,441,1675,488
12293.png,1920,1080,"(Sonstiges, rot/weiss)",1406,510,1438,538
12293.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1301,549,1313,563
12292.png,1920,1080,"(Sonstiges, blau)",679,513,723,557
12292.png,1920,1080,"(Sonstiges, blau)",1362,532,1400,571
12290.png,1920,1080,Vorfahrt,974,567,1016,607
12289.png,1920,1080,"(Sonstiges, gelb)",1112,421,1278,549
12288.png,1920,1080,"(Sonstiges, gelb)",293,456,386,492
12288.png,1920,1080,"(Sonstiges, blau)",1121,646,1155,682
12286.png,1280,720,Vorfahrt,573,245,613,286
12285.png,1280,720,"(Sonstiges, gruen)",1022,135,1142,166
12285.png,1280,720,"(Sonstiges, gruen)",1003,160,1168,190
12285.png,1280,720,"(Sonstiges, gruen)",1005,181,1172,214
12285.png,1280,720,"(Sonstiges, weiss)",836,306,856,338
12285.png,1280,720,"(Sonstiges, blau)",526,392,535,402
12285.png,1280,720,"(Sonstiges, blau)",650,374,659,384
12285.png,1280,720,"(Sonstiges, rot/weiss)",649,364,659,374
12284.png,1920,1080,Baustelle,1697,385,1855,512
12284.png,1920,1080,in ... m,1723,515,1837,572
12283.png,1920,1080,"(Sonstiges, blau)",297,578,357,636
12283.png,1920,1080,"(Sonstiges, rot/blau)",977,532,1006,560
12283.png,1920,1080,"(Sonstiges, weiss)",683,570,698,586
12283.png,1920,1080,"(Sonstiges, weiss)",949,572,966,589
12282.png,1920,1080,"(Sonstiges, weiss)",950,666,1006,682
12282.png,1920,1080,"(Sonstiges, weiss)",950,684,1006,697
12281.png,1920,1080,Gefahrenzeichen,1014,594,1037,613
12281.png,1920,1080,Zusatzschild,1019,614,1036,623
12280.png,1920,1080,Gefahrenzeichen,933,657,964,686
12280.png,1920,1080,auf ... km,937,687,959,698
12279.png,1920,1080,"(Sonstiges, gelb)",1032,476,1131,578
12277.png,1920,1080,"(Sonstiges, rot/weiss)",838,539,863,563
12277.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",931,569,945,582
12277.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1167,573,1181,586
12277.png,1920,1080,"(Sonstiges, rot/weiss)",1202,543,1228,569
12276.png,1920,1080,Ortsausgangsschild,699,615,726,633
12275.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1195,580,1233,615
12274.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",311,335,337,359
12274.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",762,343,785,367
12273.png,1920,1080,"(Sonstiges, gelb)",1127,522,1147,549
12273.png,1920,1080,"(Sonstiges, rot/blau)",1421,471,1437,489
12273.png,1920,1080,Zusatzschild,1416,491,1447,507
12273.png,1920,1080,Zusatzschild,1416,508,1448,523
12273.png,1920,1080,"Mo-Fr, 16-18 h",1419,526,1450,551
12273.png,1920,1080,"(Sonstiges, rot/blau)",1291,490,1318,518
12273.png,1920,1080,"(Sonstiges, rot/blau)",1263,491,1288,518
12273.png,1920,1080,"(Sonstiges, rot/blau)",1273,462,1300,490
12273.png,1920,1080,Zusatzschild,1258,519,1289,537
12273.png,1920,1080,Zusatzschild,1290,520,1316,539
12272.png,1920,1080,"(Sonstiges, blau)",1504,600,1548,642
12272.png,1920,1080,"(Sonstiges, gelb)",941,670,964,697
12271.png,1920,1080,Gefahrenzeichen,905,569,923,587
12271.png,1920,1080,Zusatzschild,909,587,920,593
12270.png,1280,720,"(Sonstiges, rot/weiss)",914,269,969,318
12269.png,1280,720,"(Sonstiges, blau)",610,341,667,404
12268.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",966,592,982,608
12267.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1052,665,1079,692
12267.png,1920,1080,Ortseingangsschild,1119,716,1135,727
12266.png,1920,1080,"(Sonstiges, weiss)",1134,523,1170,541
12265.png,1280,720,"(Sonstiges, blau)",644,374,673,390
12264.png,1280,720,auf ... m,798,368,819,380
12264.png,1280,720,Zusatzschild,798,355,820,366
12264.png,1280,720,"(Sonstiges, blau)",838,320,856,346
12264.png,1280,720,Zusatzschild,839,370,857,382
12264.png,1280,720,Zusatzschild,839,383,857,393
12263.png,1280,720,Vorfahrt,624,335,653,364
12262.png,1280,720,"(Sonstiges, blau)",172,254,200,283
12262.png,1280,720,Zusatzschild,176,286,194,302
12261.png,1920,1080,Vorfahrt,1429,512,1496,576
12260.png,1920,1080,Ortseingangsschild,1020,565,1049,586
12260.png,1920,1080,"(Sonstiges, gelb)",963,546,1021,591
12259.png,1920,1080,"30 km/h, Beginn - Hoechstgeschwindigkeit",1013,557,1037,577
12259.png,1920,1080,Zusatzschild,1013,577,1037,590
12259.png,1920,1080,Zusatzschild,1014,591,1036,603
12258.png,1920,1080,"(Sonstiges, rot/blau)",233,606,277,646
12258.png,1920,1080,"(Sonstiges, rot/blau)",435,667,451,682
12258.png,1920,1080,"(Sonstiges, braun)",1,474,133,519
12257.png,1920,1080,"(Sonstiges, blau)",912,597,965,651
12257.png,1920,1080,"(Sonstiges, rot/weiss)",1466,537,1518,580
12256.png,1280,720,"(Sonstiges, blau)",579,275,672,328
12255.png,1280,720,Vorfahrt,728,342,761,378
12254.png,1920,1080,"(Sonstiges, rot/blau)",1251,360,1326,440
12253.png,1280,720,"(Sonstiges, blau)",865,290,904,326
12253.png,1280,720,Zusatzschild,868,326,902,344
12253.png,1280,720,"(Sonstiges, weiss)",731,330,739,340
12252.png,1920,1080,"(Sonstiges, blau)",1339,559,1358,573
12252.png,1920,1080,Zusatzschild,1339,573,1360,586
12252.png,1920,1080,"(Sonstiges, rot/blau)",1340,542,1353,556
12252.png,1920,1080,"(Sonstiges, blau)",1042,605,1052,616
12251.png,1280,720,"(Sonstiges, blau)",660,360,726,405
12250.png,1920,1080,"(Sonstiges, gelb)",1414,373,1516,451
12249.png,1920,1080,"(Sonstiges, blau)",1784,400,1855,464
12249.png,1920,1080,"(Sonstiges, rot/blau)",1113,571,1130,588
12249.png,1920,1080,"(Sonstiges, blau)",1182,580,1197,595
12249.png,1920,1080,"(Sonstiges, rot/weiss)",1178,556,1200,579
12248.png,1280,720,Vorfahrt,951,267,1003,317
12248.png,1280,720,Vorfahrt,810,329,828,346
12247.png,1920,1080,"Kraftfahrstrasse, Ende",1124,511,1164,550
12247.png,1920,1080,"(Sonstiges, gelb)",1041,531,1147,583
12247.png,1920,1080,Vorfahrt,1007,577,1037,605
12246.png,1920,1080,"(Sonstiges, gelb)",1561,431,1796,508
12245.png,1920,1080,Ende saemtlicher Streckenverbote,1058,510,1101,550
12244.png,1280,720,"(Sonstiges, blau)",246,287,276,320
12244.png,1280,720,"(Sonstiges, blau)",465,167,503,204
12244.png,1280,720,"(Sonstiges, blau)",539,54,597,110
12244.png,1280,720,"(Sonstiges, blau)",801,244,852,295
12244.png,1280,720,"(Sonstiges, rot/weiss)",774,306,815,344
12243.png,1280,720,"(Sonstiges, blau)",790,300,806,316
12242.png,1920,1080,Lichtzeichenanlage,1138,545,1200,602
12242.png,1920,1080,"(Sonstiges, rot/weiss)",1149,603,1193,645
12241.png,1920,1080,"(Sonstiges, weiss)",627,574,662,629
12241.png,1920,1080,"(Sonstiges, weiss)",1047,573,1083,629
12240.png,1920,1080,"(Sonstiges, rot/blau)",1359,483,1393,516
12239.png,1280,720,"(Sonstiges, gelb)",698,276,760,301
12239.png,1280,720,"(Sonstiges, gelb)",699,301,761,321
12238.png,1280,720,Vorfahrt,900,188,941,228
12238.png,1280,720,Gefahrenzeichen,902,230,946,267
12238.png,1280,720,Zusatzschild,909,268,942,286
12238.png,1280,720,"(Sonstiges, blau)",775,352,786,364
12237.png,1920,1080,Vorfahrt,1713,181,1920,382
12236.png,1280,720,Vorfahrt,1005,131,1108,228
12235.png,1920,1080,Vorfahrt,1077,581,1113,616
12234.png,1280,720,Doppelkurve (zunaechst links),764,234,811,276
12234.png,1280,720,"60 km/h, Beginn - Hoechstgeschwindigkeit",774,276,804,307
12233.png,1920,1080,"(Sonstiges, rot/blau)",1384,483,1421,519
12232.png,1920,1080,Ortsausgangsschild,225,524,317,585
12231.png,1920,1080,Vorfahrt,1432,421,1465,455
12231.png,1920,1080,"(Sonstiges, rot/blau)",1563,342,1602,377
12231.png,1920,1080,"(Sonstiges, rot/blau)",1568,400,1602,431
12231.png,1920,1080,"Mo-Fr, 16-18 h",1565,379,1606,400
12231.png,1920,1080,"Mo-Fr, 16-18 h",1567,431,1606,453
12230.png,1920,1080,Vorfahrt,1233,564,1286,615
12230.png,1920,1080,"(Sonstiges, blau)",507,692,558,743
12229.png,1280,720,Vorfahrt,895,164,992,253
12228.png,1280,720,"(Sonstiges, blau)",655,383,678,395
12227.png,1920,1080,"(Sonstiges, blau)",1217,459,1286,528
12227.png,1920,1080,"(Sonstiges, gelb)",919,603,969,626
12226.png,1280,720,"(Sonstiges, blau)",660,352,727,402
12225.png,1920,1080,Vorfahrt,1356,404,1471,516
12225.png,1920,1080,"30 km/h, Ende - Hoechstgeschwindigkeit",1021,548,1045,572
12224.png,1920,1080,Gefahrenzeichen,252,73,438,224
12224.png,1920,1080,bei Naesse,282,226,404,320
12224.png,1920,1080,"(Sonstiges, weiss)",1058,520,1079,553
12223.png,1920,1080,Ortsausgangsschild,723,696,752,714
12222.png,1920,1080,Vorfahrt,1173,355,1269,449
12221.png,1920,1080,Vorfahrt,1281,318,1387,416
12221.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1301,423,1380,499
12220.png,1920,1080,"(Sonstiges, gelb)",1286,421,1444,532
12219.png,1280,720,"(Sonstiges, blau)",655,357,707,410
12219.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",736,356,759,379
12218.png,1920,1080,Vorfahrt,1558,387,1697,522
12217.png,1280,720,"(Sonstiges, blau)",644,355,656,370
12217.png,1280,720,Zusatzschild,645,370,656,376
12217.png,1280,720,Zusatzschild,644,377,657,384
12216.png,1280,720,"(Sonstiges, blau)",86,37,151,101
12216.png,1280,720,"(Sonstiges, blau)",812,132,897,221
12216.png,1280,720,"30er-Zone, Beginn",549,262,592,307
12215.png,1920,1080,Vorfahrt,996,565,1021,588
12214.png,1920,1080,"(Sonstiges, blau)",769,559,865,604
12213.png,1280,720,"(Sonstiges, blau)",206,345,278,414
12213.png,1280,720,"(Sonstiges, blau)",842,312,870,340
12213.png,1280,720,"(Sonstiges, rot/weiss)",834,273,878,311
12212.png,1920,1080,Vorfahrt,1826,218,1920,316
12211.png,1280,720,"(Sonstiges, blau)",626,328,690,365
12211.png,1280,720,"(Sonstiges, gelb)",1106,347,1146,404
12211.png,1280,720,"(Sonstiges, weiss)",1104,328,1141,345
12210.png,1920,1080,"(Sonstiges, blau)",910,452,929,478
12210.png,1920,1080,"(Sonstiges, gelb)",913,478,1014,551
12209.png,1920,1080,"30 km/h, Beginn - Hoechstgeschwindigkeit",184,295,297,395
12208.png,1920,1080,Vorfahrt,1089,461,1144,511
12207.png,1920,1080,"(Sonstiges, rot/weiss)",1009,646,1035,668
12206.png,1920,1080,"(Sonstiges, blau)",1480,371,1506,403
12206.png,1920,1080,Zusatzschild,1470,402,1517,431
12206.png,1920,1080,Zusatzschild,1472,432,1517,457
12206.png,1920,1080,Zusatzschild,1474,458,1517,497
12205.png,1920,1080,Baustelle,1691,379,1847,514
12205.png,1920,1080,in ... m,1716,516,1832,571
12204.png,1920,1080,"(Sonstiges, blau)",1104,518,1144,574
12203.png,1920,1080,Vorfahrt,1260,344,1400,478
12203.png,1920,1080,"(Sonstiges, rot/weiss)",1046,522,1101,570
12203.png,1920,1080,"(Sonstiges, rot/blau)",999,578,1021,601
12203.png,1920,1080,Zusatzschild,1056,569,1095,591
12201.png,1280,720,"(Sonstiges, blau)",985,152,1065,230
12201.png,1280,720,"(Sonstiges, weiss)",732,339,802,359
12201.png,1280,720,"(Sonstiges, weiss)",732,360,803,378
12201.png,1280,720,Vorfahrt,669,389,680,399
12200.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",586,650,607,671
12200.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",965,642,984,662
12199.png,1280,720,"(Sonstiges, rot/blau)",746,289,762,305
12198.png,1920,1080,"(Sonstiges, blau)",1558,686,1722,741
12198.png,1920,1080,"(Sonstiges, rot/weiss)",1882,742,1920,789
12197.png,1920,1080,"30er-Zone, Beginn",1189,225,1329,400
12197.png,1920,1080,Gefahrenzeichen,893,363,1006,466
12197.png,1920,1080,Zusatzschild,919,465,971,497
12196.png,1920,1080,"(Sonstiges, weiss)",943,642,1020,667
12196.png,1920,1080,"(Sonstiges, weiss)",942,665,1019,688
12195.png,1280,720,"(Sonstiges, blau)",745,368,764,407
12195.png,1280,720,"(Sonstiges, blau)",668,392,690,404
12194.png,1920,1080,Ortsausgangsschild,54,503,161,569
12194.png,1920,1080,"(Sonstiges, blau)",719,620,759,656
12194.png,1920,1080,"(Sonstiges, blau)",1173,562,1222,610
12194.png,1920,1080,"(Sonstiges, rot/weiss)",1162,504,1230,561
12194.png,1920,1080,"(Sonstiges, rot/weiss)",1046,654,1061,667
12194.png,1920,1080,Zusatzschild,1046,667,1060,678
12194.png,1920,1080,"(Sonstiges, gelb)",1365,668,1428,682
12193.png,1280,720,Vorfahrt,838,202,913,274
12193.png,1280,720,"(Sonstiges, weiss)",544,301,555,315
12193.png,1280,720,"(Sonstiges, rot/blau)",542,315,556,329
12192.png,1280,720,"(Sonstiges, weiss)",595,344,632,354
12192.png,1280,720,"(Sonstiges, weiss)",596,354,633,363
12191.png,1920,1080,Vorfahrt,1441,404,1556,516
12190.png,1920,1080,"(Sonstiges, blau)",1202,547,1339,639
12189.png,1920,1080,"(Sonstiges, gelb)",555,219,1064,334
12189.png,1920,1080,"(Sonstiges, blau)",1106,456,1140,472
12189.png,1920,1080,"(Sonstiges, blau)",1109,474,1140,498
12189.png,1920,1080,"(Sonstiges, blau)",1110,499,1140,550
12188.png,1920,1080,Baustelle,1678,393,1826,515
12188.png,1920,1080,in ... m,1700,518,1809,571
12187.png,1280,720,Ende saemtlicher Streckenverbote,470,393,478,401
12187.png,1280,720,Ende saemtlicher Streckenverbote,618,397,626,404
12186.png,1920,1080,Vorfahrt,463,476,498,511
12186.png,1920,1080,Vorfahrt,1229,463,1263,498
12186.png,1920,1080,"(Sonstiges, blau)",778,588,789,598
12185.png,1920,1080,"(Sonstiges, weiss)",1590,494,1622,553
12184.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1,455,59,528
12184.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1307,418,1379,485
12183.png,1920,1080,"(Sonstiges, rot/weiss)",1058,567,1101,604
12183.png,1920,1080,Zusatzschild,1061,606,1098,624
12182.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1451,263,1549,364
12182.png,1920,1080,Vorfahrt,1441,365,1576,499
12181.png,1920,1080,"(Sonstiges, rot/weiss)",1079,540,1107,567
12180.png,1920,1080,"(Sonstiges, rot/blau)",1153,551,1187,582
12180.png,1920,1080,"(Sonstiges, blau)",557,643,598,689
12179.png,1280,720,"(Sonstiges, gelb)",838,162,995,224
12179.png,1280,720,"(Sonstiges, gelb)",841,223,998,273
12178.png,1280,720,"(Sonstiges, blau)",189,172,502,230
12177.png,1280,720,"(Sonstiges, gelb)",685,216,770,255
12177.png,1280,720,"(Sonstiges, gelb)",688,285,771,346
12177.png,1280,720,"(Sonstiges, braun)",687,258,773,283
12177.png,1280,720,"(Sonstiges, braun)",691,349,768,375
12176.png,1920,1080,Ortsausgangsschild,470,664,509,687
12176.png,1920,1080,Vorfahrt,841,656,871,686
12175.png,1920,1080,"(Sonstiges, gelb)",921,576,972,626
12174.png,1280,720,"(Sonstiges, rot/weiss)",709,342,728,361
12174.png,1280,720,Zusatzschild,710,362,727,371
12174.png,1280,720,"(Sonstiges, gelb)",694,378,733,393
12173.png,1920,1080,"(Sonstiges, blau)",833,538,968,602
12173.png,1920,1080,"(Sonstiges, blau)",982,631,996,648
12172.png,1920,1080,"(Sonstiges, blau)",1558,456,1592,492
12172.png,1920,1080,"(Sonstiges, rot/blau)",1542,507,1576,541
12172.png,1920,1080,"(Sonstiges, rot/blau)",1579,501,1614,538
12172.png,1920,1080,Zusatzschild,1543,542,1576,561
12172.png,1920,1080,Zusatzschild,1580,541,1618,570
12171.png,1920,1080,"(Sonstiges, blau)",1048,524,1084,559
12170.png,1920,1080,"(Sonstiges, blau)",1788,294,1891,386
12170.png,1920,1080,"(Sonstiges, blau)",1798,387,1906,603
12170.png,1920,1080,"(Sonstiges, blau)",831,599,863,619
12170.png,1920,1080,"(Sonstiges, blau)",863,601,886,618
12170.png,1920,1080,"(Sonstiges, blau)",997,614,1011,636
12169.png,1920,1080,Vorfahrt,1050,574,1085,609
12168.png,1920,1080,"(Sonstiges, gelb)",682,186,893,345
12167.png,1920,1080,"(Sonstiges, blau)",825,574,901,605
12167.png,1920,1080,"(Sonstiges, blau)",1209,615,1239,631
12166.png,1920,1080,"(Sonstiges, rot/blau)",433,582,452,606
12166.png,1920,1080,"(Sonstiges, weiss)",448,639,533,682
12165.png,1920,1080,"(Sonstiges, weiss)",1515,261,1630,368
12164.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",343,404,429,492
12164.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1687,391,1764,470
12163.png,1920,1080,"(Sonstiges, blau)",980,568,1040,645
12163.png,1920,1080,"(Sonstiges, blau)",986,551,996,568
12162.png,1280,720,"(Sonstiges, blau)",460,282,629,311
12162.png,1280,720,Vorfahrt,443,364,460,380
12161.png,1920,1080,"(Sonstiges, gelb)",293,449,391,484
12161.png,1920,1080,"(Sonstiges, blau)",1145,642,1180,676
12160.png,1920,1080,Gefahrenzeichen,1335,451,1431,535
12160.png,1920,1080,Ortseingangsschild,1145,598,1170,614
12159.png,1280,720,"(Sonstiges, blau)",635,384,661,415
12158.png,1280,720,"(Sonstiges, rot/weiss)",964,192,1030,251
12158.png,1280,720,"(Sonstiges, blau)",974,253,1020,300
12157.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",500,530,545,573
12157.png,1920,1080,Zusatzschild,497,575,545,621
12157.png,1920,1080,Zusatzschild,1056,554,1101,595
12157.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1054,511,1097,552
12157.png,1920,1080,Vorfahrt,930,636,938,644
12156.png,1920,1080,"(Sonstiges, blau)",973,622,1120,721
12156.png,1920,1080,"(Sonstiges, blau)",1175,746,1222,759
12155.png,1920,1080,"(Sonstiges, rot/blau)",1267,506,1299,539
12154.png,1920,1080,Zusatzschild,1098,605,1146,629
12154.png,1920,1080,in ... km,1099,634,1147,661
12154.png,1920,1080,"(Sonstiges, rot/weiss)",1097,557,1143,602
12154.png,1920,1080,"(Sonstiges, gelb)",997,654,1067,697
12153.png,1920,1080,"(Sonstiges, gelb)",1095,374,1195,463
12153.png,1920,1080,"(Sonstiges, gruen)",1225,479,1293,494
12153.png,1920,1080,"(Sonstiges, gruen)",1225,494,1296,511
12153.png,1920,1080,"(Sonstiges, gruen)",1134,524,1167,545
12153.png,1920,1080,"(Sonstiges, gruen)",1134,546,1170,557
12153.png,1920,1080,"(Sonstiges, weiss)",1334,460,1382,507
12152.png,1920,1080,"(Sonstiges, blau)",996,623,1009,637
12152.png,1920,1080,"(Sonstiges, blau)",921,606,952,625
12152.png,1920,1080,"(Sonstiges, blau)",855,544,925,593
12152.png,1920,1080,"(Sonstiges, blau)",929,546,983,596
12151.png,1920,1080,"(Sonstiges, rot/blau)",1226,545,1248,572
12150.png,1920,1080,"(Sonstiges, gelb)",865,123,1156,287
12150.png,1920,1080,"(Sonstiges, blau)",1261,118,1453,273
12150.png,1920,1080,"(Sonstiges, blau)",1273,567,1295,603
12149.png,1920,1080,"(Sonstiges, gelb)",1589,496,1826,552
12149.png,1920,1080,"(Sonstiges, gelb)",1592,573,1833,630
12148.png,1920,1080,Vorfahrt,1652,206,1857,383
12146.png,1920,1080,"(Sonstiges, weiss)",1660,481,1721,510
12146.png,1920,1080,"(Sonstiges, blau)",1652,427,1717,480
12146.png,1920,1080,"(Sonstiges, blau)",1078,565,1090,578
12146.png,1920,1080,Vorfahrt,1252,518,1270,535
12146.png,1920,1080,Vorfahrt,875,600,887,613
12145.png,1280,720,"(Sonstiges, weiss)",867,254,892,288
12144.png,1920,1080,"30er-Zone, Beginn",940,478,995,534
12143.png,1920,1080,Baustelle,1004,592,1024,611
12143.png,1920,1080,in ... m,1006,612,1021,620
12142.png,1280,720,"(Sonstiges, gelb)",688,327,744,383
12142.png,1280,720,"(Sonstiges, gelb)",613,395,627,401
12141.png,1920,1080,"(Sonstiges, rot/blau)",1257,494,1304,541
12140.png,1920,1080,"(Sonstiges, rot/blau)",1507,328,1563,383
12140.png,1920,1080,"(Sonstiges, gruen)",1509,183,1653,231
12140.png,1920,1080,"(Sonstiges, gruen)",1513,231,1656,280
12140.png,1920,1080,"(Sonstiges, gruen)",1518,281,1659,322
12140.png,1920,1080,Gefahrenzeichen,308,517,364,564
12140.png,1920,1080,Zusatzschild,319,564,352,581
12139.png,1280,720,"(Sonstiges, gelb)",688,261,759,297
12139.png,1280,720,"(Sonstiges, gelb)",688,298,758,318
12139.png,1280,720,"(Sonstiges, gelb)",689,320,759,350
12139.png,1280,720,"(Sonstiges, blau)",421,386,436,403
12139.png,1280,720,"(Sonstiges, blau)",532,378,545,394
12138.png,1920,1080,"(Sonstiges, weiss)",962,660,1055,689
12137.png,1920,1080,"(Sonstiges, blau)",1834,407,1902,482
12137.png,1920,1080,Zusatzschild,1837,486,1915,521
12136.png,1920,1080,"(Sonstiges, weiss)",1327,512,1496,723
12136.png,1920,1080,Baustelle,1369,520,1444,586
12135.png,1920,1080,"(Sonstiges, blau)",874,601,896,624
12133.png,1920,1080,"(Sonstiges, rot/blau)",1170,514,1204,548
12133.png,1920,1080,"(Sonstiges, blau)",587,606,615,637
12132.png,1920,1080,"(Sonstiges, gelb)",1070,518,1133,581
12131.png,1280,720,Vorfahrt,959,117,1081,232
12131.png,1280,720,"(Sonstiges, rot/blau)",668,338,688,356
12131.png,1280,720,"(Sonstiges, gelb)",615,361,636,386
12131.png,1280,720,"(Sonstiges, weiss)",638,343,655,376
12130.png,1280,720,Vorfahrt,770,316,796,344
12130.png,1280,720,Zusatzschild,774,345,794,364
12129.png,1920,1080,"(Sonstiges, gelb)",312,575,410,614
12129.png,1920,1080,"(Sonstiges, weiss)",310,608,407,646
12129.png,1920,1080,"(Sonstiges, braun)",308,641,406,686
12128.png,1920,1080,Ortseingangsschild,1224,458,1306,512
12128.png,1920,1080,Vorfahrt,1008,531,1040,562
12127.png,1920,1080,"(Sonstiges, blau)",512,579,559,625
12127.png,1920,1080,"(Sonstiges, rot/weiss)",731,549,756,575
12127.png,1920,1080,"(Sonstiges, rot/weiss)",1166,544,1190,567
12126.png,1280,720,"(Sonstiges, gelb)",1075,264,1184,288
12125.png,1920,1080,Ortseingangsschild,1083,524,1142,564
12124.png,1920,1080,"(Sonstiges, blau)",1435,181,1828,627
12123.png,1280,720,"(Sonstiges, rot/weiss)",1075,119,1162,199
12123.png,1280,720,"(Sonstiges, blau)",1088,199,1152,261
12122.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1243,480,1293,529
12122.png,1920,1080,"(Sonstiges, weiss)",930,593,964,626
12121.png,1920,1080,Vorfahrt,1028,554,1070,595
12121.png,1920,1080,Gefahrenzeichen,994,579,1024,606
12121.png,1920,1080,Zusatzschild,997,606,1020,617
12121.png,1920,1080,"(Sonstiges, rot/blau)",980,601,994,616
12120.png,1920,1080,Ortsausgangsschild,279,509,350,554
12120.png,1920,1080,Ortsausgangsschild,1148,494,1219,539
12120.png,1920,1080,"(Sonstiges, rot/blau)",1252,397,1300,449
12120.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1005,564,1026,586
12120.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",632,573,655,594
12120.png,1920,1080,"(Sonstiges, gelb)",922,573,959,610
12119.png,1280,720,"(Sonstiges, blau)",589,362,627,383
12119.png,1280,720,"(Sonstiges, blau)",652,384,665,408
12118.png,1280,720,Vorfahrt,879,297,916,331
12117.png,1920,1080,"(Sonstiges, blau)",729,578,763,611
12116.png,1920,1080,"(Sonstiges, braun)",1355,488,1514,527
12116.png,1920,1080,"(Sonstiges, blau)",1664,360,1776,390
12116.png,1920,1080,"(Sonstiges, blau)",1665,400,1777,430
12115.png,1920,1080,Vorfahrt,640,486,670,512
12115.png,1920,1080,Vorfahrt,1030,482,1056,511
12115.png,1920,1080,"(Sonstiges, gelb)",1079,511,1173,552
12114.png,1920,1080,"(Sonstiges, blau)",191,286,261,353
12114.png,1920,1080,"(Sonstiges, blau)",1759,414,1832,482
12114.png,1920,1080,Vorfahrt,1753,349,1824,406
12114.png,1920,1080,"(Sonstiges, blau)",1244,560,1263,576
